gsis_id,season,metric_raw,volume,success_rate,total_epa,team,position_group,metric_secondary,mean_season,sd_season,z_score,years_exp,age,prev_team,changed_team,years_since_change,transition_season,new_team,rel_time,post_transition,phase,team_pos_avg,team_quality,team_pass_epa_per_play,team_rush_epa_per_play,team_sack_rate,pre_trend_slope
00-0023500,2016,3.8973384030418243,263,0.36882129277566533,-24.409346072387308,IND,RB,NA,4.184424134232397,0.6580917021272958,-0.43623970681070956,11,33.30321697467488,IND,0,0,2018,MIA,-2,0,Pre,-0.43623970681070956,0.07718627459066418,0.07718627459066418,-0.08180498738314336,0.06973058637084005,-0.2819251886849756
00-0023500,2017,3.6819923371647514,261,0.35632183908045983,-24.00169583165191,IND,RB,NA,4.09639660329118,0.5770321951484448,-0.7181648954956851,12,34.3025325119781,IND,0,0,2018,MIA,-1,0,Pre,-0.7181648954956851,-0.1502519134330758,-0.1502519134330758,-0.08554817387511504,0.10294117647058826,-0.2819251886849756
00-0023500,2018,4.628205128205129,156,0.4038461538461539,-3.905759742305973,MIA,RB,NA,4.395184609052275,0.6820231336274659,0.3416607262476438,13,35.30184804928131,IND,1,1,2018,MIA,0,1,Post,0.21712551146079323,-0.1142541014181195,-0.1142541014181195,-0.1057414644367683,0.10236220472440957,-0.2819251886849756
00-0023500,2019,3.6084337349397586,166,0.3313253012048193,-32.82823096434004,BUF,RB,NA,4.392510167865455,0.6620036592093129,-1.1843989410303033,14,36.30116358658453,MIA,1,2,2018,MIA,1,1,Post,0.1097169247649052,-0.03465664606752053,-0.03465664606752053,-0.038734217381825024,0.07207207207207206,-0.2819251886849756
00-0023682,2016,-0.07817291548496064,422,NA,NA,NYJ,QB,0.4218009478672986,0.05029986082672367,0.13299532165090008,-0.965994703549896,11,33.77138945927447,NYJ,0,0,2018,TB,-2,0,Pre,-0.965994703549896,-0.059829059829059915,-0.12161150294671569,-0.03743715411849405,0.059829059829059915,0
00-0023682,2018,0.16965547229262426,261,NA,NA,TB,QB,0.5057471264367817,0.05422883965092461,0.13375802610754262,0.8629510766620886,13,35.7700205338809,NYJ,1,1,2018,TB,0,1,Post,0.5848102223551209,-0.06119402985074625,0.11975813899043856,-0.10276981831128504,0.06119402985074625,0
00-0023682,2019,0.006793088584676583,546,NA,NA,MIA,QB,0.4560439560439559,0.05064147465356603,0.12041463029266118,-0.3641450043264539,14,36.76933607118412,TB,1,2,2018,TB,1,1,Post,-0.3641450043264539,-0.08567208271787283,-0.07102775118740676,-0.1657726311143089,0.08567208271787283,0
00-0024221,2015,6.810344827586207,58,0.4482758620689655,NA,DEN,WR_TE,NA,7.5952478073094865,1.3586955294526155,-0.5776886452548328,9,31.583846680355922,NA,0,0,2016,WAS,-1,0,Pre,-0.2928338914349667,-0.06165411541486998,-0.06165411541486998,-0.109172911928892,0.060465116279069794,0
00-0024221,2015,6.810344827586207,58,0.4482758620689655,NA,DEN,WR_TE,NA,7.5952478073094865,1.3586955294526155,-0.5776886452548328,9,31.583846680355922,DEN,0,0,2016,WAS,-1,0,Pre,-0.2928338914349667,-0.06165411541486998,-0.06165411541486998,-0.109172911928892,0.060465116279069794,0
00-0024221,2016,9.847457627118644,59,0.5932203389830507,NA,WAS,WR_TE,NA,7.368154466071593,1.475240900789155,1.6806090176328417,10,32.58590006844627,DEN,1,1,2016,WAS,0,1,Post,0.7523266058731733,0.1729576520634918,0.1729576520634918,-0.0228916218537881,0.03639240506329116,0
00-0024221,2017,9.391304347826088,69,0.4347826086956522,NA,WAS,WR_TE,NA,7.3765744897261225,1.4996147088396286,1.3434983307538524,11,33.58521560574949,WAS,0,1,2016,WAS,1,1,Post,0.6487469802751122,-0.007333273328933578,-0.007333273328933578,-0.1508211908571034,0.07056798623063686,0
00-0024226,2015,0.05190979504760695,515,NA,NA,CHI,QB,0.4601941747572815,0.02947295226827434,0.11904789576584696,0.18846904126271335,9,32.342231348391515,NA,0,0,2017,MIA,-2,0,Pre,0.18846904126271335,-0.0607142857142857,0.009384894991596908,-0.05840158016103049,0.0607142857142857,0
00-0024226,2017,-0.0974084486666725,449,NA,NA,MIA,QB,0.41648106904231635,-0.00488666505582547,0.13338001634337268,-0.6936705073769037,11,34.34360027378508,CHI,1,1,2017,MIA,0,1,Post,-0.6936705073769037,-0.05188679245283023,-0.10951853654057074,-0.15553458910202125,0.05188679245283023,0
00-0025394,2015,4.541284403669725,327,0.36391437308868496,-15.861006461171428,MIN,RB,NA,4.272687232565539,0.5408948153728079,0.49657930427574515,8,30.4476386036961,NA,0,0,2017,ARI,-2,0,Pre,0.49657930427574515,-0.021550188458781244,-0.021550188458781244,0.007991851147012043,0.09018036072144289,0
00-0025394,2017,3.3910256410256405,156,0.28846153846153855,-41.092379595956885,ARI,RB,NA,4.09639660329118,0.5770321951484448,-1.2224117964233847,10,32.44900752908966,MIN,1,1,2017,ARI,0,1,Post,-1.08466007276656,-0.141784718096183,-0.141784718096183,-0.19993404297224754,0.07975460122699388,0
